State,District,Deposit_ID,Latitude,Longitude,Reserves_tonnes,Annual_Production_tonnes,Grade_pct,Host_Rock,Formation,Avg_Temperature_C,Annual_Precip_mm,Rainy_Days,Road_Accessibility,Distance_to_Port_km,Reserve_to_Production_ratio,Production_Gap_tonnes,Topo_Slope_deg,Soil_Type,Year,Year_Index,Elevation_m,Synthetic
Rajasthan,Banswara,Rajasthan_Banswara,23.6153924642164,74.4819964755591,,7400.7204617276475,,"Dolomitic limestone, quartzite and phyllite",Aravalli Supergroup / Ghatol-Tambesra Belt,27.355015608144633,886.0966679553328,43.16531048397541,Moderate,490.0,,,14.665543827644123,Mixed red and black soil,2022-23,3,226.58630018394365,True
Karnataka,Tumakuru,Karnataka_Tumakuru,13.313003047067989,77.14058335738379,,10539.422860376428,,"Amphibolite, quartzites and Dharwar schists",Dharwar Supergroup / Closepet Granites boundary,25.39620016626285,791.9845132335556,50.13309163171841,Good,390.0,,,15.827988176797058,Red loamy and gravelly soil,2022-23,3,804.325445653277,True
Maharashtra,Nagpur,Maharashtra_Nagpur,21.175030987645545,79.02531838977387,,262215.1059275528,,Gondite and braunite-bearing quartzites,Sausar Group / Mansar Formation (Gumgaon-Ramtek),27.66280414605594,1152.2595670652904,63.641292315293605,Good,620.0,,,13.171247093467318,Deep black cotton soil,2023-24,4,308.99570240652696,True
Odisha,Rayagada,Odisha_Raygada,19.126151305342383,83.41801128371506,,72.02707702380455,,Khondalite and calc-granulite suites,Eastern Ghats Mobile Belt,26.723136833814195,1374.6042877240525,66.6021391428425,Moderate,190.0,,,25.51122843327672,Red sandy loam and laterite,2022-23,3,196.75159775928307,True
Rajasthan,Banswara,Rajasthan_Banswara,23.55827466916121,74.4377813429293,,7325.48502408063,,"Dolomitic limestone, quartzite and phyllite",Aravalli Supergroup / Ghatol-Tambesra Belt,27.113066515278554,930.0467049839501,37.4174209828038,Moderate,490.0,,,16.155312036106697,Mixed red and black soil,2022-23,3,226.20835428059038,True
Maharashtra,Nagpur,Maharashtra_Nagpur,21.20483796192214,79.10293426450802,,275411.72053944995,,Gondite and braunite-bearing quartzites,Sausar Group / Mansar Formation (Gumgaon-Ramtek),27.606817212977674,1076.2325259617273,56.83681120109212,Good,620.0,,,11.408896574808894,Deep black cotton soil,2022-23,3,322.69875978765106,True
Madhya Pradesh,Alirajpur,Madhya_Pradesh_Alirajpur,22.314713729571267,74.31956618941042,,756.710210557907,,"Phyllite, quartzite and gondite metasediments",Aravalli / Sausar Supergroup transition,26.88150730704801,874.2094697764948,46.46880178539739,Moderate,420.0,,,19.06847155598904,Mixed red and black soil,2022-23,3,285.7870697963947,True
Odisha,Rayagada,Odisha_Rayagada,19.225958221906357,83.38695647084751,,123.99057319320819,,Khondalite and calc-granulite suites,Eastern Ghats Mobile Belt,26.129512371307555,1418.7862993533213,67.74998193936085,Moderate,190.0,,,24.999824246910293,Red sandy loam and laterite,2022-23,3,202.66624974064518,True
Madhya Pradesh,Katni,Madhya_Pradesh_Katni,23.867972802675602,80.41786466005297,,1.9674420464514306,,"Limestone, dolomite and BIF association",Vindhyan Supergroup / Mahakoshal Group,26.265136206652947,1183.9865039170343,57.71358796513305,Good,800.0,,,11.011426055560658,Alluvial and red loam,2022-23,3,426.91479650519125,True
Madhya Pradesh,Balaghat,Madhya_Pradesh_Balaghat,21.86528202739442,80.11970961835765,,800851.2914027624,,"Gonditic metasediments, quartzites and schists",Sausar Group / Mansar Formation (Bharveli Belt),24.83980519916511,1348.3212436776246,72.21576088868606,Good,680.0,,,17.604254361517143,Deep red lateritic and black loam,2023-24,4,283.2252917884079,True
Odisha,Kendujhar,Odisha_Kendujhar,21.572389364644305,85.48929586253469,,514676.80059529876,,"Banded iron formation, shale and chert",Iron Ore Group (Barbil / Joda / Jamda-Koira Belt),25.38346574498447,1506.9181062661207,76.5525483586571,Good,240.0,,,22.439636606016993,Red lateritic and ferric soil,2022-23,3,580.8153037808557,True
Maharashtra,Bhandara,Maharashtra_Bhandara,21.174568454964604,79.67110258822406,,734373.6726188821,,"Gondite, quartzite and manganese oxide lenses",Sausar Group / Dongri Buzurg Formation,27.24838450122054,1341.2236226533073,67.52026617075171,Good,640.0,,,10.70195362622127,Red and yellow loamy soil,2023-24,4,233.42990105695176,True
Karnataka,Tumakuru,Karnataka_Tumakuru,13.330266448323384,77.09629831330687,,6820.936041985503,,"Amphibolite, quartzites and Dharwar schists",Dharwar Supergroup / Closepet Granites boundary,25.3621905897214,785.3719874387349,51.042334511464226,Good,390.0,,,15.820528475417419,Red loamy and gravelly soil,2023-24,4,834.4427856303611,True
Odisha,Rayagada,Odisha_Raygada,19.19667735598911,83.4053046373447,,82.91953999889559,,Khondalite and calc-granulite suites,Eastern Ghats Mobile Belt,25.68323435805309,1336.4728559243367,66.64347111968965,Moderate,190.0,,,22.51781460255718,Red sandy loam and laterite,2022-23,3,217.96685122912777,True
Odisha,Rayagada,Odisha_Raygada,19.1332040710469,83.39292398591206,,70.78751419627284,,Khondalite and calc-granulite suites,Eastern Ghats Mobile Belt,26.97375506134929,1465.0566204811169,68.18425331686822,Moderate,190.0,,,23.93086206527386,Red sandy loam and laterite,2022-23,3,192.79195231152477,True
Madhya Pradesh,Balaghat,Madhya_Pradesh_Balaghat,21.828613098730397,80.1421782424337,,697700.7599921648,,"Gonditic metasediments, quartzites and schists",Sausar Group / Mansar Formation (Bharveli Belt),25.602269440908096,1431.8306530802229,69.23563696924592,Good,680.0,,,16.803585019378602,Deep red lateritic and black loam,2022-23,3,309.12045632694804,True
Karnataka,Davangere,Karnataka_Davangere,14.421609903548411,75.8956286689325,,37192.636346211555,,Dharwar metabasalts and metasediments,Dharwar Supergroup / Shimoga Belt,25.988249750516943,636.4244413448288,43.93219952325289,Good,330.0,,,12.928296991568484,Black and red loam,2022-23,3,608.4183566104238,True
Karnataka,Tumakuru,Karnataka_Tumakuru,13.28182568732617,77.14368889666288,,8746.109187978394,,"Amphibolite, quartzites and Dharwar schists",Dharwar Supergroup / Closepet Granites boundary,25.962231579434857,788.9724726623118,49.31442769827124,Good,390.0,,,15.361921853928843,Red loamy and gravelly soil,2023-24,4,817.0276774185412,True
Odisha,Kendujhar,Odisha_Kendujhar,21.711979221162153,85.58447524540532,,615626.1915172265,,"Banded iron formation, shale and chert",Iron Ore Group (Barbil / Joda / Jamda-Koira Belt),25.322071562916204,1570.7982083901488,79.9020251202526,Good,240.0,,,21.868862469796657,Red lateritic and ferric soil,2023-24,4,582.4028588997561,True
Karnataka,Chitradurga,Karnataka_Chitradurga,14.191765247762023,76.33441730026763,,2742.5500718166413,,Banded iron formation and Dharwar schists,Dharwar Supergroup / Chitradurga Schist Belt,26.49094800321615,562.8330810348228,38.62781642291511,Good,360.0,,,16.333070372618256,Red sandy loam,2022-23,3,700.9052484601307,True
Maharashtra,Nagpur,Maharashtra_Nagpur,21.107316355346335,79.10210833809803,,281512.44333166763,,Gondite and braunite-bearing quartzites,Sausar Group / Mansar Formation (Gumgaon-Ramtek),28.07803090685033,1141.377783431463,62.2119867398146,Good,620.0,,,11.706808413351238,Deep black cotton soil,2023-24,4,303.8938264547451,True
Maharashtra,Bhandara,Maharashtra_Bhandara,21.119722470954304,79.6501535624945,,758416.9363296336,,"Gondite, quartzite and manganese oxide lenses",Sausar Group / Dongri Buzurg Formation,27.081259530640594,1328.5620450029908,68.12770306546872,Good,640.0,,,10.619171116975393,Red and yellow loamy soil,2023-24,4,282.9651058989375,True
Madhya Pradesh,Jabalpur,Madhya_Pradesh_Jabalpur,23.17468369675343,79.95522070413098,,68288.84505360175,,"Dolomite, phyllite and banded iron formation",Mahakoshal Group / Archaean basement,25.80327198336543,1312.70313466402,61.88643361121461,Good,760.0,,,13.091520178173209,Black clay and red sandy loam,2022-23,3,417.4545203843633,True
Madhya Pradesh,Alirajpur,Madhya_Pradesh_Alirajpur,22.322058623172346,74.34175307777815,,483.6803704800796,,"Phyllite, quartzite and gondite metasediments",Aravalli / Sausar Supergroup transition,26.92828599253303,869.8011607803245,45.42750253288862,Moderate,420.0,,,19.08528700444591,Mixed red and black soil,2023-24,4,302.03320688197726,True
Madhya Pradesh,Pradesh,Madhya_Pradesh_Madhya_Pradesh,23.009207399278868,78.6281207906686,,675167.5363113707,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,24.876728709420476,1151.3156095649622,59.72772445962782,Good,790.0,,,12.009188004876002,Black cotton and red loamy soil,2022-23,3,291.46244815938655,True
Madhya Pradesh,Jhabua,Madhya_Pradesh_Jhabua,22.78850320838001,74.53226166588023,,34119.45176568435,,Manganese-bearing quartzites and phyllites,Aravalli Supergroup / Lunavada Group,26.652209495012276,814.211455494557,42.88085542790102,Moderate,450.0,,,22.420415012247403,Shallow black and skeletal soil,2023-24,4,313.54014955953545,True
Madhya Pradesh,Jabalpur,Madhya_Pradesh_Jabalpur,23.153965108710768,80.02231261633642,,43494.82725990255,,"Dolomite, phyllite and banded iron formation",Mahakoshal Group / Archaean basement,25.72062582918262,1246.233096482829,63.336652036215995,Good,760.0,,,13.79080612169008,Black clay and red sandy loam,2023-24,4,435.4340542143599,True
Maharashtra,Bhandara,Maharashtra_Bhandara,21.147698571524316,79.70810182305082,,472481.53940500267,,"Gondite, quartzite and manganese oxide lenses",Sausar Group / Dongri Buzurg Formation,27.133029604656727,1278.9884607059873,68.80764278413311,Good,640.0,,,11.335784336320232,Red and yellow loamy soil,2022-23,3,245.97228725208177,True
Karnataka,Davangere,Karnataka_Davangere,14.482493358025724,75.85916963711279,,36167.05551668008,,Dharwar metabasalts and metasediments,Dharwar Supergroup / Shimoga Belt,25.870607266426266,717.2402889157438,44.10287158394329,Good,330.0,,,11.638229522555829,Black and red loam,2022-23,3,611.5620635397668,True
Rajasthan,Banswara,Rajasthan_Banswara,23.51305082134544,74.44480663604436,,4868.311386662252,,"Dolomitic limestone, quartzite and phyllite",Aravalli Supergroup / Ghatol-Tambesra Belt,26.62470197871354,956.9595676756206,38.627063697531796,Moderate,490.0,,,12.605739695099528,Mixed red and black soil,2023-24,4,217.31160061825366,True
Odisha,Rayagada,Odisha_Raygada,19.19320663881542,83.43210151750625,,77.82375979249935,,Khondalite and calc-granulite suites,Eastern Ghats Mobile Belt,26.14701238531991,1392.199941302377,69.4136992817981,Moderate,190.0,,,24.203388240619944,Red sandy loam and laterite,2022-23,3,223.34800164126895,True
Odisha,Kendujhar,Odisha_Kendujhar,21.58760949317689,85.53192112849595,,561654.1697988067,,"Banded iron formation, shale and chert",Iron Ore Group (Barbil / Joda / Jamda-Koira Belt),25.0925208735829,1660.4027266731605,74.49294483928524,Good,240.0,,,21.91290582894749,Red lateritic and ferric soil,2023-24,4,566.6680403015362,True
Madhya Pradesh,Chhindwara,Madhya_Pradesh_Chhindwara,22.08697650689204,78.93181406770312,,43575.50843405627,,"Gondite, dolomitic marble and calc-silicate",Sausar Group / Bichua Formation,23.9320626528996,1193.8063888069557,59.800369128039925,Good,720.0,,,19.051142058552163,Black cotton and gravelly loam,2023-24,4,665.2062578300294,True
Madhya Pradesh,Katni,Madhya_Pradesh_Katni,23.798312208540487,80.4032937357135,,2.2256345557659643,,"Limestone, dolomite and BIF association",Vindhyan Supergroup / Mahakoshal Group,25.77620691040546,1157.5659368963156,56.52407162414876,Good,800.0,,,9.551872740584953,Alluvial and red loam,2022-23,3,370.1776627211332,True
Madhya Pradesh,Jhabua,Madhya_Pradesh_Jhabua,22.723646093589387,74.58294884319392,,35839.8776900493,,Manganese-bearing quartzites and phyllites,Aravalli Supergroup / Lunavada Group,26.627209018243676,866.2529470659766,39.18015606840025,Moderate,450.0,,,19.747482665697035,Shallow black and skeletal soil,2023-24,4,301.91800467859713,True
Madhya Pradesh,Alirajpur,Madhya_Pradesh_Alirajpur,22.368344645939985,74.3052050274984,,886.1498593719862,,"Phyllite, quartzite and gondite metasediments",Aravalli / Sausar Supergroup transition,26.506887808570184,909.4195717897529,46.47089673661986,Moderate,420.0,,,16.823385280570697,Mixed red and black soil,2022-23,3,291.73554183460413,True
Maharashtra,Bhandara,Maharashtra_Bhandara,21.197904051510147,79.65956638879284,,482303.31602624565,,"Gondite, quartzite and manganese oxide lenses",Sausar Group / Dongri Buzurg Formation,27.051737687738704,1243.6887273541179,64.95882317428918,Good,640.0,,,8.718930793154168,Red and yellow loamy soil,2022-23,3,217.37556910536807,True
Odisha,Sundargarh,Odisha_Sundargarh,22.141345264432182,84.06831705929348,,95834.1365644137,,Gonditic metasediments and quartzites,Gangpur Group / Sausar-equivalent belt,25.780344362247078,1450.0834856349773,70.72676943379552,Good,310.0,,,18.27444721694124,Red and yellow soil,2022-23,3,239.72149045904305,True
Odisha,Sundargarh,Odisha_Sundargarh,22.137552885901723,84.0055360438277,,116113.986327496,,Gonditic metasediments and quartzites,Gangpur Group / Sausar-equivalent belt,26.082346639055892,1507.8701839882835,69.15253112920188,Good,310.0,,,15.9656919483256,Red and yellow soil,2022-23,3,213.7604802460922,True
Karnataka,Chitradurga,Karnataka_Chitradurga,14.226384306958836,76.40875653790714,,3114.192232614646,,Banded iron formation and Dharwar schists,Dharwar Supergroup / Chitradurga Schist Belt,27.00791259715737,584.9053837900381,37.11869515686052,Good,360.0,,,15.386023198607102,Red sandy loam,2022-23,3,722.7050109880709,True
Karnataka,Tumakuru,Karnataka_Tumakuru,13.24438878676282,77.16543747980047,,7744.787221246714,,"Amphibolite, quartzites and Dharwar schists",Dharwar Supergroup / Closepet Granites boundary,25.97692492393117,765.436750922403,47.91882789497513,Good,390.0,,,14.58836167778379,Red loamy and gravelly soil,2023-24,4,860.239919289105,True
Madhya Pradesh,Pradesh,Madhya_Pradesh_Madhya_Pradesh,22.928864478323128,78.68008244569906,,759431.9498924995,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.299821967555765,1086.025428893712,56.62015231795549,Good,790.0,,,13.689516023804057,Black cotton and red loamy soil,2022-23,3,321.8676106292913,True
Madhya Pradesh,Jhabua,Madhya_Pradesh_Jhabua,22.7642198714237,74.61931027067874,,34297.09693281245,,Manganese-bearing quartzites and phyllites,Aravalli Supergroup / Lunavada Group,26.56018611635297,850.3116650557365,43.32534967586299,Moderate,450.0,,,22.05268498194589,Shallow black and skeletal soil,2023-24,4,292.0399259173917,True
Madhya Pradesh,Chhindwara,Madhya_Pradesh_Chhindwara,22.01325037208872,78.9616903666721,,38904.00672116875,,"Gondite, dolomitic marble and calc-silicate",Sausar Group / Bichua Formation,24.139039543168263,1163.873838887186,61.335775222239036,Good,720.0,,,20.847825012956044,Black cotton and gravelly loam,2023-24,4,679.7910039568684,True
Odisha,Rayagada,Odisha_Rayagada,19.165997486940903,83.3806030762083,,121.20629644576309,,Khondalite and calc-granulite suites,Eastern Ghats Mobile Belt,26.38667290349969,1408.69240961721,64.61607470166048,Moderate,190.0,,,25.2125188368316,Red sandy loam and laterite,2022-23,3,209.86488592004176,True
Madhya Pradesh,Jhabua,Madhya_Pradesh_Jhabua,22.667310226327178,74.62609376146433,,31970.048205353447,,Manganese-bearing quartzites and phyllites,Aravalli Supergroup / Lunavada Group,26.668723392433932,780.4508031247492,42.95456260766064,Moderate,450.0,,,18.384341660679322,Shallow black and skeletal soil,2023-24,4,322.0855463291136,True
Maharashtra,Bhandara,Maharashtra_Bhandara,21.182207543948998,79.66540812565049,,494072.58502262394,,"Gondite, quartzite and manganese oxide lenses",Sausar Group / Dongri Buzurg Formation,27.32227271789615,1259.1624442491093,70.76520456536815,Good,640.0,,,10.835807896314337,Red and yellow loamy soil,2022-23,3,241.49608104837154,True
Rajasthan,Banswara,Rajasthan_Banswara,23.52693587316352,74.46653206884716,,4788.944849325611,,"Dolomitic limestone, quartzite and phyllite",Aravalli Supergroup / Ghatol-Tambesra Belt,26.71753697847695,940.1277434801906,41.12918505411208,Moderate,490.0,,,16.251725008565195,Mixed red and black soil,2023-24,4,242.47561660445098,True
Odisha,Kendujhar,Odisha_Kendujhar,21.53882890837524,85.54863179812332,,443923.71459654847,,"Banded iron formation, shale and chert",Iron Ore Group (Barbil / Joda / Jamda-Koira Belt),25.113983474995482,1526.9560252672247,77.90410730627978,Good,240.0,,,22.3140772238698,Red lateritic and ferric soil,2022-23,3,568.2637549905783,True
Madhya Pradesh,Jhabua,Madhya_Pradesh_Jhabua,22.760097573952372,74.55346745118916,,33967.667553928084,,Manganese-bearing quartzites and phyllites,Aravalli Supergroup / Lunavada Group,26.42961337091841,802.0063031910862,46.225931783320526,Moderate,450.0,,,19.084843884154076,Shallow black and skeletal soil,2022-23,3,317.1456818817971,True
Odisha,Rayagada,Odisha_Rayagada,19.192599387628377,83.41615412832819,,112.30459696719292,,Khondalite and calc-granulite suites,Eastern Ghats Mobile Belt,26.69549213574598,1352.1780180103697,67.5569277685384,Moderate,190.0,,,23.08942511607855,Red sandy loam and laterite,2022-23,3,225.5249547213435,True
Maharashtra,Nagpur,Maharashtra_Nagpur,21.17322996141099,79.07416190471127,,286073.3714922696,,Gondite and braunite-bearing quartzites,Sausar Group / Mansar Formation (Gumgaon-Ramtek),26.974438176563552,1159.5093631779964,56.873044104262625,Good,620.0,,,11.789309985636843,Deep black cotton soil,2022-23,3,294.66579577529006,True
Karnataka,Davangere,Karnataka_Davangere,14.522847154668813,75.93310347931677,,34468.21061286563,,Dharwar metabasalts and metasediments,Dharwar Supergroup / Shimoga Belt,25.676176458533835,706.8468488049133,43.15422711620946,Good,330.0,,,9.719262154628076,Black and red loam,2022-23,3,613.5097586069184,True
Odisha,Sundargarh,Odisha_Sundargarh,22.112193160362864,84.04892574905818,,116709.52197656571,,Gonditic metasediments and quartzites,Gangpur Group / Sausar-equivalent belt,26.020396015827405,1422.0080416609867,73.09747763772825,Good,310.0,,,17.44781371672271,Red and yellow soil,2022-23,3,235.37178627357665,True
Madhya Pradesh,Katni,Madhya_Pradesh_Katni,23.881809003730478,80.35487507921947,,2.0159085079954515,,"Limestone, dolomite and BIF association",Vindhyan Supergroup / Mahakoshal Group,25.0134560056307,1182.482083348265,58.003490795303016,Good,800.0,,,9.38012800560823,Alluvial and red loam,2022-23,3,364.10246890181554,True
Madhya Pradesh,Alirajpur,Madhya_Pradesh_Alirajpur,22.268174775136604,74.35455805166683,,706.2552649874046,,"Phyllite, quartzite and gondite metasediments",Aravalli / Sausar Supergroup transition,26.980704150235507,877.6924372339282,45.25656660682861,Moderate,420.0,,,19.797594522434316,Mixed red and black soil,2022-23,3,283.5110294417212,True
Odisha,Rayagada,Odisha_Raygada,19.200900772971888,83.44228505637992,,83.99074058612293,,Khondalite and calc-granulite suites,Eastern Ghats Mobile Belt,26.8976170392444,1500.389026892301,66.15829920438175,Moderate,190.0,,,25.78516840207213,Red sandy loam and laterite,2022-23,3,221.6381843630608,True
Karnataka,Tumakuru,Karnataka_Tumakuru,13.269555554811433,77.10434484309643,,8936.530981836177,,"Amphibolite, quartzites and Dharwar schists",Dharwar Supergroup / Closepet Granites boundary,25.722917199180273,797.345632200113,50.68158281600421,Good,390.0,,,15.740014236304335,Red loamy and gravelly soil,2022-23,3,813.6571206172631,True
Madhya Pradesh,Chhindwara,Madhya_Pradesh_Chhindwara,22.111425004838107,78.93868212722407,,38211.759786705064,,"Gondite, dolomitic marble and calc-silicate",Sausar Group / Bichua Formation,24.675727210103464,1249.459026377124,58.51042683371175,Good,720.0,,,20.728995340885703,Black cotton and gravelly loam,2023-24,4,678.0419591534667,True
Odisha,Sundargarh,Odisha_Sundargarh,22.11651081744573,84.10970244666579,,109769.46277538194,,Gonditic metasediments and quartzites,Gangpur Group / Sausar-equivalent belt,25.544071759107936,1500.5641495730401,71.8976057763668,Good,310.0,,,17.060385928424417,Red and yellow soil,2022-23,3,246.41319992770116,True
Madhya Pradesh,Jhabua,Madhya_Pradesh_Jhabua,22.763857924895724,74.5648560697339,,32536.839593189754,,Manganese-bearing quartzites and phyllites,Aravalli Supergroup / Lunavada Group,26.428980105321557,837.2272713497214,41.835145605223424,Moderate,450.0,,,20.0442123781042,Shallow black and skeletal soil,2022-23,3,299.2452669161528,True
Madhya Pradesh,Balaghat,Madhya_Pradesh_Balaghat,21.855268949555853,80.22483347371542,,658967.0979673867,,"Gonditic metasediments, quartzites and schists",Sausar Group / Mansar Formation (Bharveli Belt),24.957060376876704,1469.8566814916119,73.99140277179984,Good,680.0,,,14.213292488631922,Deep red lateritic and black loam,2022-23,3,302.5836981035219,True
Karnataka,Tumakuru,Karnataka_Tumakuru,13.384899186013683,77.09571085373875,,7798.3565589015125,,"Amphibolite, quartzites and Dharwar schists",Dharwar Supergroup / Closepet Granites boundary,25.632748012027808,750.4150220131249,52.57466222321013,Good,390.0,,,15.344604904750357,Red loamy and gravelly soil,2023-24,4,803.336911817087,True
Madhya Pradesh,Chhindwara,Madhya_Pradesh_Chhindwara,22.037241690343578,78.91307735665097,,40385.12884406446,,"Gondite, dolomitic marble and calc-silicate",Sausar Group / Bichua Formation,23.99773706217282,1188.9716483456746,58.5057696299398,Good,720.0,,,18.797916754610597,Black cotton and gravelly loam,2023-24,4,679.6717925145516,True
Odisha,Sundargarh,Odisha_Sundargarh,22.17721107759666,83.99131681949063,,74008.35615325507,,Gonditic metasediments and quartzites,Gangpur Group / Sausar-equivalent belt,25.60119984961795,1492.6446073490786,71.03751775226918,Good,310.0,,,17.273204022852124,Red and yellow soil,2023-24,4,201.25018326544205,True
Odisha,Rayagada,Odisha_Raygada,19.05978662267588,83.43253735497724,,69.44331991846686,,Khondalite and calc-granulite suites,Eastern Ghats Mobile Belt,26.45883620060121,1401.4263873822567,70.42837965785701,Moderate,190.0,,,24.0309172780327,Red sandy loam and laterite,2022-23,3,238.4215730270536,True
Madhya Pradesh,Pradesh,Madhya_Pradesh_Madhya_Pradesh,23.03049941134738,78.73039546701949,,996777.909300342,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.086978883872863,1149.513389481767,56.34747598995392,Good,790.0,,,13.24710808277138,Black cotton and red loamy soil,2022-23,3,308.9609116243978,True
